,star,comment,label
7091,4,이게 처음부터 끝까지 세가 맞나싶은 대사들과 달갑지 않은 스토리와 소재 이와중에 전종서 연기는 잘한다,0
7092,4,특전으로 받은 오리지날 티켓이 재밌는 거 같다,0
7093,6,언제까지 얼레벌레 마무리 할 건지 디즈니는 항상 그렇다,0
7094,5,세기 어린이 영화 감성,0
7095,1,평가하기도 참 뭐하네,0
7096,6,이탈리아 가고 싶어지는 영화였다,0
7097,5,화려함 인정 스토리 하 베놈이라는 좋은 캐릭터를 이렇게밖에 활용 못하다니 안타깝다,0
7098,2,재미는 없어요ㅠ 영상미도 글쎄요 포스터는 정말 이쁘고 감독에 대한 기대도 있었지만 많이 실망스러운 작품이었음,0
7099,6,빌리가 노래 부르는 장면 하나만으로도 이 영화를 볼 가치는 충분,0
7100,2,장난하는 것 같다,0
7101,5,유태오의 팬이라면야 말리지는 않겠다,0
7102,2,개연성도 없고 어느 평론가의 평가처럼 은퇴시기를 놓친 배우들의 애잔함이 느껴진다,0
7103,5,이걸 영화관에서 돈 주고 봤다면 쌍욕 나올 내용이지만 무료로 본다면 걍 킬링타임용 신선한 소재인건 맞음,0
7104,1,시대를 앞서간건지 차원을 앞서간건지 구분이 안된다,0
7105,4,ㅅㅅ ㅅㅅ 라고 떠들다가 싸우고 다시 화해함,0
7106,5,연기력이 영화 몰입을 방해함 그래도 여주가 이뻐서 그 맛에 보는데 그래도 힘듬 그래서 당최 내용이 무슨 말을 하고 싶은건지 이해가 안되는 영화 점 줄라다가 여주 이뻐서 점이나 줌,0
7107,4,중간까지 졸다가솔직히 재미없음,0
7108,4,황제의 부활이라는 스타워즈 시리즈 역사상 최악의 무리수를 두고도 거둬들인 게 없는 영화긴장감볼거리 면에서 스핀오프인 로그 원보다 한참 뒤떨어진다마지막 공중전은 우주선이 그렇게 떼거지로 나왔는데도 한 분 싸웠나여러모로 별로인 시퀄,0
7109,1,성인이라면 분 이상 못봄 상당히 지루함 영상미도 그닥ㅋ,0
7110,5,로그 원에서 분도 안 나온 다스 베이더보다도 카리스마가 없는 퍼스트 오더 군단이렇게 긴장감이 안 생길 수가 없네,0
7111,2,잭스잭스잭스잭스 거리는 스토리라서 딱히 모,0
7112,4,연기를 너무 잘해서 너무 불편해서 보다 끔,0
7113,2,줄거리만 끊어서 만든건가 내용 연결 전혀안되고 기,0
7114,4,소재는 참신한데 연출이 못따라가는 느낌 아니나다를까 감독이 배우네요,0
7115,2,주의가 주류가 되어가니 더 불편해지는거 같아,0
7116,2,스토리는 진짜 하자있음 배우들 연기력 감안하고 봐도 현타옴,0
7117,1,별개는 알바 평점 아닐까   음악 대사 연기이건 감독 연출 문제 전반적으로 수준이하 심지어 가수가 노래도,0
7118,2,임창정은 너무 거품이지 처음 봤을때나 연기 잘해보이지 년째 같은 연기인데,0
7119,1,ㅋㅋ어지럽다어지러워,0
7120,6,꿈인지 현실인지 환상인지 모호하게 거울로 연출한 부분과 년대 레트로 비주얼 빼고는 볼게없다 공포도 스릴러도 로맨스도 아난 줄거리가 빈약하다 중간중간 굉장히 스킵하고싶게 만드는 루즈함,0
7121,1,크리스탈 연기가 보는 내내 힘들었음,0
7122,2,아넷플로봐서 다행,0
7123,1,장영실과 조선시대 과학기술에 대한 스토리 일 줄 알았는데 말도안되는 로맨스물로 각색된거보고 억지스럽고 당황스러웠음 배우들 연기는 잘하더라,0
7124,1,처음부터 끝까지 짱ㄲ 샹치가 아니고 이런샹 치임 ,0
7125,2,뭘 말하고 싶은지 알 수 없는 영화 다섯손가락에 꼽히는 노잼영화,0
7126,2,현정부 헌정영화인가북한은 우리친구 일본은 우리의 주적을 노골적으로 ㅋㅋ,0
7127,2,이걸끝까지봤다면당신은 훈족의 피가흐르고있다개수작허접대작ㅋㅋㅋ,0
7128,1,지루 그 자체 시간 아까움,0
7129,2,두 눈을 의심했다 이 아니라이런 맥락도 의미도 없는 소모적인 영화가 계속 제작되고 영화관에 걸려서 홍보된다는자체가 한국영화의 퇴보다원 주고 봤지만 공짜였어도 욕하고 나올 수준도대체 왜 별점이 올라갔는지는 몰라도류승룡 오나라 김희원을 갖다 쓰고도이런 영상을 만들어낸 감독은 자질이 없다고 본다,0
7130,4,참 어이 없는게 중간에 낙하산으로 구호물품 보낼때 크레인으로 중간에서 내려보내던만 줄을 내려보내서 끌어올리면 구출하는거 아닌가,0
7131,2,러닝타임이 다 끝나가도록 문제 해결이 안 되길래 이걸 어떻게 해결하려고 이러나 생각했는데 이걸 이렇게 갑자기,0
7132,5,너무 어린이용 영화다 옛날 년대 스타일 이야기 캐릭터는 좋았으나 여주인공이 매력적이다,0
7133,6,볼게 오프닝  가 전부,0
7134,1,보다가 지루했어요 재미없었어요,0
7135,2,유오성이랑 장혁보고 재미 있을것 같아서  에서 돈주고 봤는데 와 진짜 최악이네요진짜 내용없다지금까지 본 영화중 두번째로 재미없네요  첫번째는 곤지암 두번째는 이거네요진짜 실망 입니다,0
7136,2,아 진짜 마지막에 형사들 뭔데 총 나두고 무슨짓이람   재미없다진짜,0
7137,1,진심 영화관 스크린 찢어버리고 싶었음,0
7138,1,와 한국영화인데 뭔 내용인지 모르겠다 케이블에서 해줘도 안볼듯,0
7139,1,알바들한테 속지말자 포스터부터 별로다 개망할듯 ㄷㄷㄷㄷ,0
7140,2,ㅎㅎ진짜 영화 검증안하고 만드나요무슨생각으로 이걸 만드신건지최악이다 그냥,0
7141,2,후기알바냐짱깨들이냐강삼포인트가 중뽕인데왜없냐아무꺼나찍은거다,0
7142,6,대한민국 대통령 연기를 맡으신분의 연기만 돋보였음 여주 싸가지 없는거보고 안볼라다 말았음 ㄹㅇ,0
7143,1,오 유투브말고 영화로 개봉해서 돈벌어 볼까,0
7144,1,한줄평으로 요약해 드리겠습니다 정말 더럽게 재미없다,0
7145,2,배우들은 좋은데 내용이 왜 저따구인지,0
7146,4,유치해서 못봐주것다 감독 역량 부족여연출력 부족,0
7147,6,황정민빼고 다 별로던디  연기력이,0
7148,2,기대도 안했지만 기대한거 그 이하,0
7149,6,킬링 타임용 오락 영화임,0
7150,1,거짓말로 선동질 그만해라 사기꾼쉐퀴들아,0
7151,1,주인공이 너무 멋져요,0
7152,1,솔직히 연기자 라인업보고 진짜 기대하고 갔는데 이건 뭐 ㅠ 이게 코미디라고 거창한 의미를 중심으로 노잼줄기가 뻗어나감 진짜 돈 아끼세요,0
7153,6,현란한 영상과 음악이 두배우의 매력을 배가시킨다급 마무리되는 이야기는 다소 아쉬움,0
7154,1,미국식코미디는 한국과 다른듯하네요엄청 테러적으로 재미없고 공감안가는 유머였어요영화보지마세요영화봤다가 시간버렸네요 ㅋㅋㅋ레오나르도 디카프리오 나오는 영화는 다 명작이였는데 이건 한국에선 망작인듯요세상에미국에서는 재밌을가요,0
7155,2,내가 본 디즈니 영화 중 가장 감흥없게 본 작품,0
7156,4,술먹고 보러갔다가 나올때 아무기억이 안남 맨정신으로 봐도 어려운영화,0
7157,4,세 관람가에 적정한 스릴러 본편 끝나고 나오는 가 넘사,0
7158,6,영상미는 훌륭한 영화 미술을 보는 재미가 있다,0
7159,2,연기만 잘하면 뭐하니  시나리오가 없는데 아쉽다,0
7160,6,유태오에게 조금의 관심이라도 있는 관객에겐 재밌는 영화,0
7161,2,연기가 너무 진짜같아서 대체 연긴지 실제 상황인지 헷갈리고 신기하긴 했는데 너무 영화로서의 매력도 노력도 없는 느낌 긴긴 원테이크에 전편 흑백처리 너무 보기 힘들었다,0
7162,6,행오버 패러디 아닌가요아류작일뿐,0
7163,4,서부 시대의 성장극,0
7164,2,영하 도에 물에 빠져 입던 옷 홀딱 벗고는 며칠씩 살아남았다고  타이타닉 저체온증으로 숨진 사람은 머냐,0
7165,1,점은 없나열감독이 원하게 이거나,0
7166,6,실화라서 더  재밌었어요,0
7167,1,보다 잠 보다 잔 영화는 태어나서 처음이에요 진짜 내용도 없고 범죄미화에 노잼 끝판왕,0
7168,1,어이가 없네 초반에 어느 여자가 나옴 근처 사람들 다 쳐 뜯기는데 이 여성은 혼자 터덜터덜 구세주 마냥 걸어감 그러다 뒤늦게 좀비한테 쫓김 이건 말 다한거지 좀비게임 광고 마냥,0
7169,3,세이브 뭐,0
7170,2,보는내내 좀 지루했어요 년도쯤 홀스랑 바다가 흥행한건 사실이지라 조금만한 시골땅에 양복입은 양반도 있어고 고개 수구리는 얼라들도 좀 보인건 사실그치만 그것도 순간이였지라  이거 빼고 나머지는 허구 영화는 영화지만 보는내내 좀돈 내고늘 보지마요 공짜면 보고 ㅋㅋㅋ,0
7171,2,지금까지 본 영화 중에 제일 재미없고 이상한 영화,0
7172,2,개쌉병맛 나는 영화시작부터 콩상댱히싫은 느낌 주는 미친전개의 영화인터슽텔라ㅜ작툴,0
7173,1,웃기지도 않고 감동도 없는 영화 망상 속 은 망상에서만 끝냈으면,0
7174,1,이놈의 비이성 감정 감성 짐승들은 이미지만 보고 찬양하는 거 못고치네 그런 사고방식은 연예인들한테나 하라니까 년 동안 나라 개박살 내놓고 뇌물 받고 자살로 회피한 놈한테 열광을 하네 ㅋㅋㅋㅋ 그런 식으로 대통령 뽑을 거면 유재석을 뽑아 이미지 좋잖아,0
7175,5,헐리우드 영화임을 감안하면 너무 아쉽습니다,0
7176,1,좌파특 죽은사람 성역화해 선거에서 자기네들 표팔이 하는데 이용해먹기 ㅋㅋ,0
7177,3,최악의 연출력 진부한 스토리 어수선한 전개 정리 안되는 캐릭터 감독의 자질입니다  다만 강원도를 배경으로한 느와르 라는점 유오성과 오대환 배우의 연기력은 감상 포인트입니다,0
7178,2,그냥그럼 기대하고본 내가바보 ㅠㅠ,0
7179,6,이사벨라가 영상미의  담당,0
7180,4,감독은 히어로영화가 뭔지 모르는 사람같다,0
7181,1,연기력도 연기력이지만 시나리오 자체에 문제가 있는 듯 합니다 갈등의 요소도 불분명 하고 즉흥적인 느낌 이 강했고 캐릭터들의 성격이 일관성이 있지 못하고 이랬다 저랬다 하는 느낌이 심하게 많이 들었습니다 특히 서로 잡아먹을 듯이 싸우다가 그 어떤 계기도 없이 친하게 지내는 장면은 보는이로 하여금 좀 불편했습니다,0
7182,6,ㅋㅋㅋ지금보니 말이하나도안되네 재미는있음 근데억지도있고 주인공은무적임 그리고친구마누라 아무렇지도않게 ㅋ,0
7183,4,그냥 애기들 데리고 볼만했지만 인상깊은건 영상미 뿐,0
7184,2,연기야 믿고 보는거고 칼쑤시는 소리 민석같은 놈의 존재이유 기획의도를 모르겠다 이런 영화는 왜 만드는거나,0
7185,2,편 절대 보지 마세요 개연성은 밥 말아서 먹었네 이거 시간 분량으로 끝 낼라고 내용이 엄청 축소돼 있음 전쟁 중에 동료들이 겁나 잔인하게 죽었는데 갑자기 화해 모드로 서로 손 잡고 도와주고 이제 전쟁 없음 이러고 자기 결혼식 하객들이 죽임 당했는데 몇 시간만에 우리 결혼식 다시 해요  이러고 있고 정신병임 사이코임 진짜 개 암 걸리는 스토리네 이게 영화냐 디즈니 빌런 영화이기 때문에 순화 시켰다 이런건 변명이 안된다 이 영화 걍 임,0
7186,2,개연성은 도 없는 스토리가 아깝다 재미도 그닥없는데 재밌는 부분 좀 알려줘봐,0
7187,4,기대했는데 왜케 지겹냐 뭔가 성의가 없음,0
7188,6,그저그랬습니다,0
7189,5,잘 기억하자 음주운전은 살인죄다,0
7190,6,지루했어요영화는 우당탕탕 씨끄러운데 졸리지도 않아서 고역,0
7191,5,그냥저냥 봤어요 뭔가 엄청 이입되거나 그러진 않아서 어인이 너무 이질적으로 생겨서 그런가 도중에는 지루하더라고요 공감이 안 가기도 하고 둘이 교감하는 씬이 더 많았으면 어땠을까 싶음 는 좋았네요,0
7192,6,무난하다,0
7193,1,예수쟁이영화 극혐 노추천,0
7194,1,아 진짜 어떻게 된거냐고 마블,0
7195,6,진짜 주구장창 찌르기만하네남자들은 이런게 재밌나배우들 연기는 최고였지만생각없는 애들이 볼까 무섭결론은 사채를 쓰지말자,0
7196,1,요즘 세대를 반영한는지는 모르겠으나 너무 나갔다는 생각이 든다 이렇게 높은 평점이 주어졌는지 이해 불가이며 보는 내내 불편 마지막 장면만 정상인으로 돌아온듯 한마디로 쓰레기 영화임,0
7197,2,영화의 컨셉과 심지어 개그를 위해 너무 많은 고증과 상식들이 희생되고 붕괴되는게 끊임없이 나와 불편하다 적당히 나왔으면 웃었을테지만 이정도는 눈살이 찌뿌려진다 천민출신이 중전과 단둘이 한방에서 칸막이 없이 대화하더니 심지어 속곳차림의 중전을 면전에 콧바람 쏘며 두 팔로 감싸대고 로맨스관계도 아닌 둘이 로맨스 분위기 풍기는 장면이 나오는건 해도 너무하게 유치하고 말도안되는거 아닌가,0
7198,6,전작보단 괜찮았다 화려한데 왜이리 몰입이 안되고 지루할까,0
7199,4,친구 같은 끈적한 ㅎ조폭 영화 일줄 알았으나 삼류 양아치 건달 이야기 참고로 장혁 나오는 순간부터 판타지물이 됨,0
7200,6,현란한 카메라웤이 돋보이는 영화,0
7201,1,전형적인 막장드라마 약간 흥미롭긴 한데 그렇게 크게 명작까지는,0
7202,2,감동도 없고 느낌도 없고 재미도 없고 사시미만 있고초반에 장혁이 배에 있었던 이유도 없고 먼 쑤시는 장면만,0
7204,6,폐소공포증이 있는 중증 환자는 못볼 영화이고 경증도 보기 힘든 영화,0
7205,1,초딩이 만들었나 너모 후잡시럽고,0
7206,2,황정민 실제로 인질로 협박당해서 이 영화 찍은거 아님,0
7207,1,너무 실망한 영화 뭘 보여주고 싶은지 전달도 잘 안되고 보는 내내 인상 쓰고 본 영화 배우분들이 아까운 영화 연출이 기대에 못 미친 영화 평점이 생각보다 높아서 깜짝 놀란 영화 모든 분들이 개인마다 생각이 다르시겠지만 저는 이렇게 봤습니다,0
7208,2,감독 필모그래피를 보다가 새영화를 발견해서 네플릭스로 봤는데  배우들 연기는 나쁘지 않았는데 특수효과팀이 바뀐건지 신세계 때와 다르게 격이 떨어진다 잔인한 씬이나 피튀는 씬을 아웃포커싱하거나 생략해도 충분히 리얼리티가 있었는데 낙원의밤은 다 보여주기로 한거면 더 리얼했어야 했는데 년대 홍콩영화를 보는듯 지저분한 가짜 피칠이여서 실망이다 창고 입구에서  흘린피가 창고에 들어서자 말라서  찐득하고 엉성하게 해서 컷이 바뀌면 위치도 틀리고 그런게 들어나다보니 액션에 대한 반감만 사우나씬처럼 덜보여주더래도 리얼감이 있었는데후반씬들은 천장지구식기대치가 높아서 그런가 실망도 크다 신세계 마녀 감독이 만든거 맞아  너무 허술하네 코로나로 비대면 화상 디렉팅을 한건가,0
7209,5,양아치 조폭영화는 이제 별 재미가없다,0
7210,6,추격자보면서 존나 안타까운 생각들었는데 답답해 죽을뻔 정도껏 해야지  한국치안이 이정도라곤 생각안한다,0
7211,4,범인은 무슨 터미네이터인가,0
7212,6,최근 일본영화중 젤 좋은듯 아야노고의 연기는 덤,0
7213,1,감독 영화 진짜 유치하고 못만들었다,0
7214,1,무능한 감독과 부족한 배우의 콜라보,0
7215,6,앞  분 간은  실망이다  잠면간의 개연성 없고 씬 별  타이밍 꽝,0
7216,4,뭔가 엄청 겉도는 느낌 일본 배경이면 그나마 볼만 했을듯,0
7217,2,그냥 제목 보면 영화 다본거,0
7218,2,아무리 생각해도  재미없음,0
7219,1,점 자알 받으십시오,0
7220,4,실제 한국대사였던 강신성 대사는 일부 사실을 왜곡하는 등 과도한 각색이 있었다고 아쉬움을 표했다이탈리아 대사관 앞에서 백기가 아니라 남북 모두 태극기를 흔들었음강대사가 한국 대사관으로 오라고 북한사람들 데려왔음 북한 사람들이 가져온 쌀과 부식으로 밥해먹었음전향 요구도 없었다고 함엔딩크레딧 다 올라가고 나서야 영화의 사건과 에피소드 등이 모두 영화적으로 창작된 것이라 함,0
7221,2,마블영화 중 가장 허접한 중뽕 영화 성룡 이연걸 영화를 봤다면 이건 스토리가 진부하고 결말이 뻔이 보이는 시간아까운 영화 중국자본 들어간 영화중 잘된 영화 본적없음 그냥 재미없음,0
7222,1,중병 감독이 만든 졸작한국판 니키타 킬빌을꿈꾼건진 모르겠지만이걸 칸에 걸었다니 내가 다 부끄럽다아무 생각없이 영화를 볼 수 있는 사람들이 가끔 부러움그런 사람들은 재밌다고 봤을 듯함아무리 말이 안되는 영화라도 어느정도 개연성은 있게 말이 안돼야지이건 뭐,0
7223,1,뭔스토리인지모름 장혁이 왜 배밑에서 사람먹고있던건지도 모르겠고,0
7224,6,아이러니하다 그토록 벗어나고 싶었지만 벗어날 수 없었던 그림자에 관해 결국 말리는이 하나 없어도 그 그림자 안으로 다시 들어가버리는 주인공에 대해진정 까미유를 사랑했나 아니면 사랑해야한다고 배웠나 그녀가 삶에 솔직했던 순간은 모두 로랑 앞에서였으나 그녀는 연기된 삶만을 살아왔으니 영화보는내내 테레즈 테레즈  ㅠㅠ 그만 좀 불러라,0
7225,6,배우들의 내추럴한 연기가 좋았다나는 예전 하정우 공효진 나왔던 영화 생각나던데,0
7226,1,재미도 없고 트렁크 탈출했는데 왜 닫혀있는지 아주 기본적인 디테일도 없고,0
7227,2,내용이 없음  뭐냐  대실망   장혁 연기 어색  너무  찐증난다  이런 것도  영화라구   애썻다  쯧츳,0
7228,6,꿈 속의 이야기라면 이리저리 엉켜도 좋겠지 기뻐도 슬퍼도 고통스러워도 어차피 꿈이니까,0
7229,6,마블 영화들이 가지고 있던 장점들을 잘 못 살린 느낌은 있지만 그래도 이런 식으로 마블 세계관 자체를 확장하는 이야기를 풀어낸 것 자체가 흥미로웠다,0
7230,2,지금 보면 한없이 작위적인 영횐,0
7231,5,아니 얘들은 애니를 그렇게 잘 만들면서 왜케 실사 영화를 고집하지,0
7232,2,새르비안 필름 이후 다시 보고 싶지 않은 같은 영화 네이버 평점이게 영화냐 절대 보지 마라,0
7233,1,지를머리 좋은 놈들이 보는 영화냐간만에 진짜 욕 많이 하면서 보는 중이다ㅋㅋ,0
7234,1,아니 노잼인건 알겟어 길긴 왜케 길어 끝나질않아서 너무 괴로웠다,0
7235,4,많이 아쉽네요 기억 남는게 황정민님이랑 이유미님 밖에 없습니다  실화라 그런가 스토리는 좋았으나 위에 두 분 빼고는 배우분들 색깔이랑 잘 안 맞았던거 같습니다 중국 영화 안 좋아하는데 시간날 때 원작함 봐야겠네요 진짜 할 거 없을때,0
7236,6,이모든게 순돌이때문이다,0
7237,6,스토리는 사실 엉망이었는데 원작 시리즈를 오마주한다는 느낌에서는 좋은 영화였다고 생각합니다 원작 팬이었다면 좋았을 듯,0
7238,1,천연두바이러스 퍼뜨리려는 계획을 알리는 영화,0
7239,6,사랑해 사랑해 사랑해ㅡㅡ,0
7240,6,스토리의 기본 컨셉이 갖는 따뜻함이 좋고 그걸 살려준 편집이 좋았다 연출적인 부분에서 연기를 더 끌어냈으면 싶지만 그건 예산의 문제도 있었을 것이라고 보인다 기대하지 않고 봤는데 마침내 눈물이 나는 작품,0
7241,1,지루하고 재미없는 킬링타임,0
7242,1,삼류깡패영화 오글거리는연기는덤,0
7243,4,대가 보면 교훈을 얻을수 있을지는 모르겠지만 성인이 보면 굳이 볼필요가있을까 싶네요 노래만 좋네요,0
7244,5,타의 추종을 불허하는 디즈니의 비쥬얼과 음악 활용 하지만 이제는 디즈니의 주입식 감동과 메시지 전달이 식상해져 간다,0
7245,2,귀신을 통한 공포연출 빼고 볼만한게 없음 왠 미친 싸이코 여자의 민폐행위가 살았을 때나 죽었을때나 행동들이 모성애하나로 묶어서 억지로 공감시키려는 신파를 연출하는 코메디 모성애를 더럽히지 마라,0
7246,2,뻔한 스토리 사람 죽이려고 만든 조폭 양아치 깡패들 영화 왜 봤나 후회됨,0
7247,5,남자 주인공 변하기 전까지가 딱 좋았는데 이후로는 스스로 평범해지기를 선택한 영화,0
7248,1,아,0
7249,6,시간 버리고 싶으면 볼만한 영화시간알차게 보내려면 보면 안되는 영화,0
7250,1,중뽕에다 동북공정까지 자행하는 최악의 영화 액션이 전부 그래픽에다 주연들은 솔직히 오지게 못생겨서 뭐하나 억지로라도 칭찬할게 없음,0
7251,4,라세터야 은퇴하자 ㅋㅋ 미안하지만 이건 픽사에 대한 모욕이었다,0
7252,2,진짜 황정민이 이런 영화 출연했다는게 놀라울 정도로 최악이다,0
7253,5,아이템 자체와 굵직한 라인들은 좋았습니다 현대 사회에 던지는 나름의 메시지도 느껴졌습니다 다만 클리셰들을 차라리 예상 가능한 코미디의 범주에 넣고 주인공들의 생존을 가로막는 갈등 구조를 조금 더 개연성 있게 고민했더라면 더 좋은 영화가 될 수 있었을 것 같습니다,0
7254,4,마블 영화 최악중 탑,0
7255,6,비중 있을만한 캐릭터들이 너무 많네요이런건 넷플릭스에서 시간짜리 드라마로 나왔어야지 두시간에 너무 많은걸 담으려고 하니까 캐릭터도 내용도 다 죽어버리잖아요 ㅠㅠ,0
7256,1,점도 아까운 불쏘시개영화 보고는 황당했고 리뷰에 적힌 개독 예수쟁이들 보고는 어이가 없어졌다,0
7257,6,최근  성향을 따라가는 캐스팅인데 나쁘진 않다 배우들은 좋은 연기를 펼치고 괜찮은 액션 장면이 있지만 긴 러닝 타임에 비해 전형적인 스토리와 전개는 극을 다소 지루하게 만든다,0
7258,6,냉전 스파이 첩보 등 소재를 생각하면 예상할 수 있는 요소들이 나오는데 무난하게 볼만한 수준으로 만들어졌다 하지만 영화만이 가진 독특한 장점은 그리 찾아볼 순 없다,0
7259,1,귀귀수준 ㅋㅋ,0
7260,1,개십노잼 피곤해줄,0
7261,2,이게 통할줄 알았나 안본눈 삽니다 별주기도 아깝다,0
7262,6,크루엘라는 ㅈㄴ 명작이었음을 깨닫는다,0
7263,6,기대를 낮추고 보면 볼만해요,0
7264,1,노오잼 노오잼 노오잼 노오잼,0
7265,1,억지 감동 억지 연출 억지 연기 두서 없는 억지로 극적인 상황 연출 어질어질 하네요,0
7266,2,하 무슨 진짜 어이없이 당하는 영화,0
7267,6,하나 이해 안되는건 왜 싸워보지 도 않고 걍 피하기만하다가 그러다가 덩치커져서그것도 압도적으로 큰것도 아니고 사람 반만한데왜 그냥 지는거지 영화는 아니고 그냥 우주배경으로 괴수물 ㅋ,0
7268,1,최악 고구마 쳐먹이는줄,0
7269,4,보다가 지루해서 중도포기ㅋ,0
7270,6,고양이가 귀여운건 여전하다,0
7271,1,넷플릭스로 영화보고 네이버에 감독 이름 쳐봄너무했어요ㅜ 너무 노잼 ㅜㅠ좋은배우들을 데리고 ㅜ 연출이 너무해요ㅠ,0
7272,1,정말 오랜만이네 이런 쓰레기 같은 영화 ㅋ,0
7273,2,어쩌다 중국무협이 이리도 후퇴하는가ㅈ,0
7274,2,왜 만들어정말 시간 킬링해버리네  그리고 음악 무엇 년대 영화 보는줄,0
7275,1,영화 제목 평양으로 바꿔라,0
7276,3,그냥 그런 조폭 영화 근데 무슨이야기인지 모르겠다,0
7277,1,황정민을 황정민으로 쓰고 연출을 이렇게 밖에 못하다니 저예산영화같음,0
7278,1,최근에 본 영화중에 최악,0
7279,6,그럭저럭 볼만했습니다,0
7280,1,미안하다 애니그감동을 이길수없다,0
7281,6,손녀딸한테 그렇게 모질더니가족애로 포장하지마ㅠㅠㅠㅠ,0
7282,6,한국경찰의 현실판같은데,0
7283,1,카우보이 모자쓴 사람이 나오는것 빼곤 카우보이랑 아무런 상관없는 전개원제목은  라스트 카우보이라고 제목과 표지는 그럴듯한데 개연성없는 줄거리와 어이없는 결말로 평점 점도 아까움반전없음첫 평점이 점인건 혼자만 골탕먹기 싫어서 인듯 ㅋㅋ,0
7284,5,   의례 의식 쩔어 우주 최고의 노인 복지국 스웨덴의 진심 볼보 이케아 아웃오브,0
7285,4,다른 사람 감상평 안믿는 편인데 도입부에는 오성이형 달건이 연기로 볼만함 뒤로 갈수록 아무 내용도 없음 끝,0
7286,1,배우들이 영화를 잘못 만남 ㅋㅋ이채영은 그냥 딱 이정도 한선화는 왜 나온건지,0
7287,1,여친이 골라서 어쩔수 없이 봤는데 보는 내내 불편함의 극치다 여자들이 쉬지않고 고추 섹스 반복 하는데 감독 여자겠구나 했는데 맞네 여자가 성에대해 말하는걸 자연스럽길 바라는 심리가 있음 스토리진행이 억지인 부분도 몇몇보임,0
7288,1,윤영빈 감독님 그냥 앞으론 불신지옥 같은 작품만 만드세요딱 님 수준에 맞을 듯,0
7289,6,편은 신선했는데 편은 그냥 전형적인 미국 히어로물 재밌지도 재미없지도 않았던 영화,0
7290,6,생각보다 능력이 보잘 것 없는 이터널스들이러면 타노스한테 다 발렸다,0
7291,1,마음같아서는 점을 주고 싶으나 나 영화 좀 본다는 자들의 감독 똥꼬빨이쑈 세기 프랑스 여성과 현대 성범죄 피해자 여성들을 같은 선상에 놓고 연민하고 위선떠는 역겨운 이들영화는 훌륭하나 관객이 잘못됐다 ,0
7292,1,감독 중국인이라며 배우들은 한국인이고 미국인이고근데 히로시마가 학살이라고 그럼 일본이 자행한 학살은 연구인가 ㅅㅂ ㅋㅋㅋ 요즘 디즈니 똥만 오지게 싸네 ㅋㅋㅋ,0
7293,1,아 이건 진짜너무했다 진짜 재미없었다,0
7294,5,천살 먹고 지들끼리 싸우는 게 너무 한심함 빛의 속도로 재기한 점만 빼면 별로였다,0
7295,2,곧 재밌어지겠지하고 꾹꾹참고봤는데 최악이네요ㅡㅠ이걸 재밌어할거라 생각햇는지ㅜㅜ킬링타임용으로도 아까워요,0
7296,2,강릉 사람으로써 한마디한다의리로 봐줄랬는데 감독 사람이냐 남의 도시 이름걸고 어디저딴영화를 만들고있냐,0
7297,2,도대체 이런 폐기물은 왜 만드는거야,0
7298,4,영화평이라기 보다는 무능한 경찰의 현실을 적나라하게 보여주는것 같아서 내내 화나고 씁쓸한 영화,0
7299,1,뭘말하고자하는지는 알겠으나 철학적인것에 심취해 막만든영화,0
7300,4,장혁오라버니 왜 이런 역할을 맡으셨나요ㅠ,0
7301,4,오늘 넷플에서 봤는데 연기력 갑인 배우들 데리고 이런 스토리의 영화를 만들다니근데 이경영 탄총 자꾸 생각나네ㅋㅋㅋ,0
7302,2,폼은  드럽게 잡고 결론은 아무 것도 없고 칼쌈인데 긴장감도 없고,0
7303,2,결말땜에 점줌 평점 현재 점 너무 높음,0
7304,2,주인공 딸이 발암캐릭인생이 너무 순탄해서 답답하고 싶을 때 보기 좋은 영화,0
7305,2,콩글리쉬에 앞뒤 안맞는 연출 연기 실망입니다,0
7306,5,너무 아까운 내 시간 ㅠㅠㅠ게다가 포스터랑 스토리랑 연관이 안된다,0
7307,1,영화가 이렇게 어설퍼도 되는거냐 진짜 최악이다 연출은 발로 햇고 음악은 붕뜨고 스토리도 완전 노잼에 무엇보다 느와르의 긴장감이 단 일도 없다는것이 최악의 영화라고 말해준다,0
7309,6,남주가 못생겨서 몰입에 방해됨 옴므파탈 역을 맡기엔,0
7310,2,연기는 너무 좋았으나너무 답답해서 보기 힘들었어요,0
7311,1,유명하데서 봤는데 밴드오브 브라더스 보고난 다음에 봐서 그런가 어디서 감동을 느껴야할지이 영화는 시작부터 짜증을 불러일으켰는데 어떤 또라이같은 지휘관이 소중한 병사들을 적이 만반의 준비를 갖춘 요새에 투입시킨건지 총 한번 못 쏴보고 우수수 죽어나가는 것을 너무 과하다 싶을정도로 연출했는데 무슨 류 좀비영화인줄 알았다시간짜리 영화이지만 기억에 남는 명장면이 하나도 떠오르지 않았고 드라마랑은 달리 영화의 분량적 한계가 아닌가 라는 생각이 들었다그리고 그 덤벙대는 캐릭터 아우 보는내내 짜증나서 확마그냥자신의 ㅂㅅ짓 때문에 동료가 두명이나 죽었는데 막판에 막타를 노리더니 동료죽인 그 한명한테 복수했다고 우쭐해하는 표정이 구토를 유발하였다마지막 장면은 무슨 미국판 태극기휘날리며를 연상캐 하였다이 영화를 매우 재미없게 본 후기가 되겠다,0
